"","lap","cars","Position"
"940",51,"20",18
"941",52,"44",1
"942",52,"33",2
"943",52,"11",3
"944",52,"23",4
"945",52,"4",5
"946",52,"55",6
"947",52,"10",7
"948",52,"3",8
"949",52,"77",9
"950",52,"31",10
"951",52,"16",11
"952",52,"26",12
"953",52,"99",13
"954",52,"63",14
"955",52,"5",15
"956",52,"6",16
"957",52,"7",17
"958",52,"20",18
"959",53,"44",1
"960",53,"33",2
"961",53,"11",3
"962",53,"23",4
"963",53,"4",5
"964",53,"55",6
"965",53,"10",7
"966",53,"3",8
"967",53,"77",9
"968",53,"31",10
"969",53,"16",11
"970",53,"26",12
"971",53,"63",13
"972",53,"5",14
"973",53,"99",15
"974",53,"6",16
"975",53,"7",17
"976",53,"20",18
"977",54,"44",1
"978",54,"33",2
"979",54,"23",3
"980",54,"4",4
"981",54,"55",5
"982",54,"10",6
"983",54,"3",7
"984",54,"77",8
"985",54,"31",9
"986",54,"16",10
"987",54,"26",11
"988",54,"63",12
"989",54,"5",13
"990",54,"6",14
"991",54,"7",15
"992",54,"99",16
"993",54,"20",17
"994",55,"44",1
"995",55,"33",2
"996",55,"23",3
"997",55,"4",4
"998",55,"55",5
"999",55,"10",6
"1000",55,"3",7
"1001",55,"77",8
"1002",55,"31",9
"1003",55,"16",10
"1004",55,"26",11
"1005",55,"63",12
"1006",55,"5",13
"1007",55,"6",14
"1008",55,"7",15
"1009",55,"99",16
"1010",55,"20",17
"1011",56,"44",1
"1012",56,"33",2
"1013",56,"23",3
"1014",56,"4",4
"1015",56,"55",5
"1016",56,"10",6
"1017",56,"3",7
"1018",56,"77",8
"1019",56,"31",9
"1020",56,"16",10
"1021",56,"26",11
"1022",56,"63",12
"1023",56,"5",13
"1024",56,"6",14
"1025",56,"7",15
"1026",56,"99",16
"1027",56,"20",17
"1028",57,"44",1
"1029",57,"33",2
"1030",57,"23",3
"1031",57,"4",4
"1032",57,"55",5
"1033",57,"10",6
"1034",57,"3",7
"1035",57,"77",8
"1036",57,"31",9
